Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1710444585.0902135,322,1710444585,90006828,map,0.0004075169710634179,6.0863110247311765e-06,1.623612911200034e-08,0.9999999169464341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.885639377229035e-05,-0.006789278263965327,-9.810475632237031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710444585.10747,323,1710444585,107351780,map,0.0004075169710634179,6.0863110247311765e-06,1.623612911200034e-08,0.9999999169464341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.003822079679954e-05,-0.006788894229845744,-9.810476097898295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710444585.1231992,324,1710444585,123087645,map,0.0004075169710634179,6.0863110247311765e-06,1.623612911200034e-08,0.9999999169464341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8024265667646206e-05,-0.006780914096337748,-9.810476097898295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710444585.1406898,325,1710444585,140563250,map,0.0004075169710634179,6.0863110247311765e-06,1.623612911200034e-08,0.9999999169464341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8986044722769566e-05,-0.0067947629715038585,-9.810002054730333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710444585.156586,326,1710444585,156462431,map,0.0004075169710634179,6.0863110247311765e-06,1.623612911200034e-08,0.9999999169464341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.804124763822427e-05,-0.006780297913706565,-9.810945484453608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710444585.1734822,327,1710444585,173340321,map,0.0004075169710634179,6.0863110247311765e-06,1.623612911200034e-08,0.9999999169464341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0202015988645525e-05,-0.006779165138109311,-9.810489602074986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710444585.1897662,328,1710444585,189668894,map,0.0004075169710634179,6.0863110247311765e-06,1.623612911200034e-08,0.9999999169464341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8568186106035726e-05,-0.006793560164817894,-9.810475632237031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710444585.206588,329,1710444585,206471920,map,0.0004075169710634179,6.0863110247311765e-06,1.623612911200034e-08,0.9999999169464341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.842834330867454e-05,-0.006785867658995673,-9.810476097898295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710444585.2236311,330,1710444585,223365784,map,0.0004075169710634179,6.0863110247311765e-06,1.623612911200034e-08,0.9999999169464341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.856600918083244e-05,-0.006785113233176386,-9.810476097898295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710444585.240155,331,1710444585,240050554,map,0.0004075169710634179,6.0863110247311765e-06,1.623612911200034e-08,0.9999999169464341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.799410312994583e-05,-0.006791970368154707,-9.810476097898295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
