Time,x,y,z
1710484720.476545,1.52906017145334e-05,-0.005222380684995195,-0.00037528132542167706
1710484720.4936366,1.565295999907285e-05,-0.005338918999155613,-0.00038342659127579056
1710484720.5106745,1.59677042326908e-05,-0.0054552137745662995,-0.00039154282033255664
1710484720.5264502,1.630950842336419e-05,-0.0055629135288454475,-0.0003915145467549711
1710484720.543779,1.6597796118901116e-05,-0.005680841696129722,-0.000407878563359416
1710484720.560238,1.696887062902437e-05,-0.005794146703287735,-0.0004159710778602935
1710484720.576949,1.7283302242103544e-05,-0.005908361409150363,-0.0004239165037301303
1710484720.5948808,1.760764397109381e-05,-0.00603128953211618,-0.00043243166899920667
1710484720.6105516,1.792896764976465e-05,-0.006139190916241922,-0.000439896554357859
1710484720.6276965,1.8255905061145397e-05,-0.006257198773624281,-0.00044693059685451655
1710484720.6434891,1.855654310049917e-05,-0.006365099501795533,-0.0004490211109303326
1710484720.6616402,1.8896607481492803e-05,-0.006490460677438111,-0.00046508312093585544
1710484720.676788,1.921090987251019e-05,-0.006594409990122354,-0.00047246412947300374
1710484720.6940444,1.9548464543699508e-05,-0.006712723399469677,-0.00048065358338217074
1710484720.7108002,1.9876940615123873e-05,-0.006828015214855051,-0.0004886250967627631
1710484720.7266903,2.0172275935004456e-05,-0.006937262984053647,-0.0004961861931304641
1710484720.743909,2.051408221730569e-05,-0.007055556152107739,-0.00049615577339113
1710484720.7598188,2.0825099213624002e-05,-0.007164610179498975,-0.0005112243860442917
1710484720.7776608,2.117951443473028e-05,-0.007287483058300808,-0.0005199780169814343
1710484720.7936487,2.1485996392262716e-05,-0.0073968778790728,-0.0005275538187642423
1710484720.81066,2.180988243110806e-05,-0.0075137927446153946,-0.000535650108352669
1710484720.8273563,2.10399520251347e-05,-0.007635898563545818,-0.0005355948391107523
1710484720.8448231,2.1188121787120808e-05,-0.007754087256046918,-0.00055102183709885
1710484720.861238,2.2758253422352173e-05,-0.007852305360574529,-0.0005523409333085416
1710484720.8778093,2.3236471529640643e-05,-0.007962537886178631,-0.0005680255555691892
1710484720.894032,2.348960759759399e-05,-0.008072248955890137,-0.0005759843313449484
1710484720.9104178,2.3828427482693476e-05,-0.008183403043005114,-0.0005837915929767369
1710484720.927215,2.4156713979839556e-05,-0.008297390888297293,-0.0005917593211048652
1710484720.944162,2.4480910518682633e-05,-0.008412267051243282,-0.0005917205603705194
1710484720.9593685,2.4765461847267327e-05,-0.008516955806252459,-0.0005999602605688184
1710484720.9762201,2.50941069503422e-05,-0.008631988577073537,-0.0006149791613546504
1710484720.993383,2.5450982111340904e-05,-0.008749648548599302,-0.0006233560967632459
1710484721.009579,2.5767765871467664e-05,-0.00886073535151294,-0.0006299916940606279
1710484721.0267007,2.60926440886004e-05,-0.008978072069376411,-0.0006311260156233657
1710484721.0437152,2.6390175680331668e-05,-0.009094949807285209,-0.0006473296983336864
1710484721.059468,2.6723934212892675e-05,-0.009202992932245753,-0.000655028137846995
1710484721.0767026,2.7054634620319588e-05,-0.009320950737424172,-0.0006631974819733359
1710484721.0948274,2.739646589373466e-05,-0.00944548184150879,-0.0006718213337485866
1710484721.111464,2.7731495715330325e-05,-0.00956010280049009,-0.0006717838468378121
1710484721.1265523,2.80444911512685e-05,-0.009663864455380691,-0.0006798948233352841
1710484721.143228,2.83404093514977e-05,-0.009778280372762833,-0.0006947851068444975
1710484721.1593795,2.865964641127093e-05,-0.009889268304204259,-0.0007026631695530797
1710484721.1763244,2.9040682966531165e-05,-0.01000544786317981,-0.0007095973444042052
1710484721.19301,2.9353373697753906e-05,-0.010120368340688501,-0.000710705328992505
1710484721.2098048,2.9645842736446377e-05,-0.010235622564268377,-0.0007266717169718411
1710484721.2264185,2.9984705135861752e-05,-0.010349777318281352,-0.0007347976151640903
1710484721.2429678,2.887647499789223e-05,-0.010470823714528349,-0.000735833917512517
1710484721.2597342,2.9535369449552058e-05,-0.010584318255211474,-0.00074258362405908
1710484721.2768178,3.099503579631821e-05,-0.010685985907767134,-0.0007508106082040575
1710484721.2945642,3.1480100571521126e-05,-0.010804890373409102,-0.000759418176827595
1710484721.3097544,3.175130384485719e-05,-0.01090697763525678,-0.000774014678439166
1710484721.326161,3.208603954224822e-05,-0.011018606794382322,-0.0007820819792129705
1710484721.3429573,3.238328018192189e-05,-0.011132781277288582,-0.000790072069053355
1710484721.3594296,3.273255666064241e-05,-0.01124517155474651,-0.0007978994772752231
1710484721.3765092,3.301004496271877e-05,-0.01136186661523908,-0.0008060226547770457
1710484721.3937998,3.3386127808131485e-05,-0.011479902663785336,-0.000805975015989528
1710484721.4103642,3.368643134451243e-05,-0.011593365739360036,-0.0008137632235156271
1710484721.4264326,3.4020387246991604e-05,-0.011703197875123576,-0.000829205877230951
1710484721.4439688,3.4362074795386146e-05,-0.011823920804122364,-0.0008378091318472202
1710484721.4604678,3.4689109715268886e-05,-0.011937645633707543,-0.0008456855856529296
1710484721.4765332,3.499831147755734e-05,-0.012047667484307183,-0.0008522433968781355
1710484721.4931908,3.5296218723222126e-05,-0.012162128823605855,-0.000853347477603979
1710484721.5094173,3.56244244039231e-05,-0.01227396583926117,-0.0008688179440650533
1710484721.5268996,3.5940490698806205e-05,-0.0123925808343441,-0.000877268637316965
1710484721.5430298,3.6268393011120405e-05,-0.012504517990176453,-0.0008772395401008687
1710484721.5604668,3.661316890729397e-05,-0.012624353479586296,-0.0008865997883417612
1710484721.576798,3.6926314259116016e-05,-0.012737064482284588,-0.0009012371803298534
1710484721.5931687,3.7230063586297375e-05,-0.012849253977628348,-0.0009091719604935508
1710484721.6099086,3.429064898636453e-05,-0.01297984211432368,-0.0009091381745617197
1710484721.6264453,3.792968128710241e-05,-0.013072693270808464,-0.0009237602350952909
1710484721.6432703,3.8252671647451054e-05,-0.013183259870798488,-0.0009331517218884939
1710484721.6595545,3.85957252227917e-05,-0.0132932123510046,-0.0009409576846678155
1710484721.677019,3.894688230607268e-05,-0.013411038958824154,-0.0009492342956135098
1710484721.6936998,3.928699728362681e-05,-0.01352445150827705,-0.000949187525299082
1710484721.7102954,3.956009655615403e-05,-0.013637290154579509,-0.0009569811970692464
1710484721.7279742,3.994132420826049e-05,-0.013758128152161877,-0.0009740095441457521
1710484721.743688,4.0228790546238737e-05,-0.013865677071298101,-0.0009816934647407297
1710484721.759777,4.05419205647372e-05,-0.013975850997981345,-0.000989333824306332
1710484721.7768111,4.0892578159099684e-05,-0.014092947479457019,-0.0009892947179096796
1710484721.7934465,4.118691814886618e-05,-0.014207244322447193,-0.000998212384787692
1710484721.8095558,4.153387923508248e-05,-0.014318076777549444,-0.00101260803437631
1710484721.826356,4.1808664095308154e-05,-0.014433397909536225,-0.0010196697116255325
1710484721.8448274,4.2190924460914695e-05,-0.014560445100081539,-0.0010209022092412157
1710484721.8594944,4.247168981426953e-05,-0.014661348772112488,-0.0010348643191305654
1710484721.8767607,4.281612881482188e-05,-0.014779919235093808,-0.0010432825432700537
1710484721.8934374,4.313099888063563e-05,-0.014894839698486196,-0.0010432199647980613
1710484721.9106357,4.021557136762424e-05,-0.015028983278510594,-0.0010513240496118437
1710484721.9267542,4.3646282937368516e-05,-0.015119130702098232,-0.0010591213593339744
1710484721.9438171,4.3921269903800795e-05,-0.015231730698453799,-0.0010685576432882089
1710484721.9600425,4.427239265283887e-05,-0.015340959594223186,-0.0010830617110035587
1710484721.976975,4.461300618098429e-05,-0.015455689832476903,-0.0010913257240080525
1710484721.9934049,4.4920326311021786e-05,-0.015567510959517953,-0.0010913103894995826
